HHID,HV000,HV001,HV002,HV003,HV004,HV005,HA35
       26672,ET6,26,672,7,26,134801,99
       26681,ET6,26,681,1,26,134801,0
       26708,ET6,26,708,1,26,134801,0
       26777,ET6,26,777,1,26,134801,0
       26840,ET6,26,840,2,26,134801,0
       26875,ET6,26,875,1,26,134801,0
       27 24,ET6,27,24,1,27,999333,0
       27 40,ET6,27,40,1,27,999333,0
       27 43,ET6,27,43,2,27,999333,0
       27 76,ET6,27,76,1,27,999333,
       27124,ET6,27,124,1,27,999333,0
       27126,ET6,27,126,2,27,999333,0
       27130,ET6,27,130,1,27,999333,
       27181,ET6,27,181,1,27,999333,0
       27200,ET6,27,200,2,27,999333,0
       27226,ET6,27,226,2,27,999333,0
       27292,ET6,27,292,1,27,999333,0
       27299,ET6,27,299,2,27,999333,0
       27336,ET6,27,336,1,27,999333,0
       27358,ET6,27,358,1,27,999333,0
       27361,ET6,27,361,1,27,999333,0
       27373,ET6,27,373,1,27,999333,0
       27393,ET6,27,393,1,27,999333,0
       27455,ET6,27,455,1,27,999333,0
       27465,ET6,27,465,1,27,999333,
       27467,ET6,27,467,3,27,999333,0
       27517,ET6,27,517,2,27,999333,0
       27576,ET6,27,576,1,27,999333,0
       27613,ET6,27,613,1,27,999333,0
       27636,ET6,27,636,4,27,999333,0
       27670,ET6,27,670,1,27,999333,
       27720,ET6,27,720,2,27,999333,0
       27752,ET6,27,752,2,27,999333,
       27757,ET6,27,757,2,27,999333,0
       27794,ET6,27,794,1,27,999333,0
       27798,ET6,27,798,2,27,999333,0
       28 30,ET6,28,30,1,28,44946,0
       28 39,ET6,28,39,2,28,44946,0
       28 43,ET6,28,43,1,28,44946,0
       28 45,ET6,28,45,1,28,44946,0
       28 56,ET6,28,56,2,28,44946,0
       28 72,ET6,28,72,1,28,44946,0
       28 73,ET6,28,73,1,28,44946,0
       28112,ET6,28,112,1,28,44946,0
       28127,ET6,28,127,2,28,44946,0
       28132,ET6,28,132,2,28,44946,0
       28160,ET6,28,160,1,28,44946,0
       28165,ET6,28,165,2,28,44946,0
       28202,ET6,28,202,2,28,44946,0
       28403,ET6,28,403,1,28,44946,
       28416,ET6,28,416,1,28,44946,
       28421,ET6,28,421,1,28,44946,99
       28460,ET6,28,460,1,28,44946,0
       28463,ET6,28,463,2,28,44946,0
       28488,ET6,28,488,1,28,44946,99
       28522,ET6,28,522,1,28,44946,0
       28565,ET6,28,565,1,28,44946,0
       28612,ET6,28,612,1,28,44946,0
       28646,ET6,28,646,1,28,44946,
       28707,ET6,28,707,1,28,44946,
       28742,ET6,28,742,2,28,44946,0
       28750,ET6,28,750,1,28,44946,0
       28769,ET6,28,769,2,28,44946,0
       28771,ET6,28,771,2,28,44946,0
       28795,ET6,28,795,2,28,44946,0
       29 31,ET6,29,31,1,29,1903150,0
       29 36,ET6,29,36,2,29,1903150,0
       29 41,ET6,29,41,1,29,1903150,0
       29 72,ET6,29,72,1,29,1903150,0
       29 88,ET6,29,88,1,29,1903150,0
       29131,ET6,29,131,1,29,1903150,0
       29133,ET6,29,133,1,29,1903150,0
       29134,ET6,29,134,1,29,1903150,0
       29207,ET6,29,207,1,29,1903150,0
       29247,ET6,29,247,1,29,1903150,0
       29266,ET6,29,266,1,29,1903150,0
       29302,ET6,29,302,1,29,1903150,0
       29346,ET6,29,346,1,29,1903150,0
       29362,ET6,29,362,3,29,1903150,0
       29383,ET6,29,383,2,29,1903150,
       29424,ET6,29,424,1,29,1903150,0
       29429,ET6,29,429,2,29,1903150,0
       29479,ET6,29,479,1,29,1903150,0
       29500,ET6,29,500,1,29,1903150,0
       29517,ET6,29,517,2,29,1903150,0
       29555,ET6,29,555,2,29,1903150,0
       29559,ET6,29,559,1,29,1903150,0
       29606,ET6,29,606,1,29,1903150,99
       29629,ET6,29,629,2,29,1903150,0
       29729,ET6,29,729,1,29,1903150,0
       29732,ET6,29,732,2,29,1903150,0
       29752,ET6,29,752,2,29,1903150,0
       29783,ET6,29,783,1,29,1903150,0
       29786,ET6,29,786,2,29,1903150,0
       30 37,ET6,30,37,1,30,60622,0
       30 60,ET6,30,60,1,30,60622,0
       30 64,ET6,30,64,1,30,60622,0
       30 79,ET6,30,79,1,30,60622,
       30 98,ET6,30,98,1,30,60622,
       30111,ET6,30,111,1,30,60622,0
       30203,ET6,30,203,1,30,60622,
       30280,ET6,30,280,1,30,60622,0
       30299,ET6,30,299,1,30,60622,0
       30326,ET6,30,326,2,30,60622,0
       30392,ET6,30,392,1,30,60622,
       30399,ET6,30,399,1,30,60622,
       30441,ET6,30,441,2,30,60622,0
       30476,ET6,30,476,1,30,60622,0
       30526,ET6,30,526,1,30,60622,
       30538,ET6,30,538,2,30,60622,0
       30555,ET6,30,555,1,30,60622,
       30624,ET6,30,624,1,30,60622,
       30629,ET6,30,629,1,30,60622,
       30701,ET6,30,701,1,30,60622,0
       30712,ET6,30,712,1,30,60622,0
       30768,ET6,30,768,1,30,60622,0
       30796,ET6,30,796,1,30,60622,
       30815,ET6,30,815,1,30,60622,
       30817,ET6,30,817,2,30,60622,
       30858,ET6,30,858,1,30,60622,0
       30879,ET6,30,879,1,30,60622,0
       32  8,ET6,32,8,2,32,3065492,0
       32 11,ET6,32,11,1,32,3065492,0
       32 26,ET6,32,26,1,32,3065492,0
       32 41,ET6,32,41,2,32,3065492,0
       32 48,ET6,32,48,1,32,3065492,0
       32 67,ET6,32,67,2,32,3065492,
       32 78,ET6,32,78,1,32,3065492,
       32115,ET6,32,115,2,32,3065492,0
       32123,ET6,32,123,2,32,3065492,0
       32125,ET6,32,125,2,32,3065492,0
       32178,ET6,32,178,3,32,3065492,0
       32210,ET6,32,210,2,32,3065492,
       32214,ET6,32,214,2,32,3065492,0
       32243,ET6,32,243,1,32,3065492,
       32261,ET6,32,261,3,32,3065492,0
       32291,ET6,32,291,1,32,3065492,
       32307,ET6,32,307,1,32,3065492,0
       32399,ET6,32,399,2,32,3065492,0
       32470,ET6,32,470,3,32,3065492,0
       32553,ET6,32,553,2,32,3065492,0
       32560,ET6,32,560,2,32,3065492,
       32668,ET6,32,668,1,32,3065492,0
       32696,ET6,32,696,1,32,3065492,
       32711,ET6,32,711,1,32,3065492,0
       32752,ET6,32,752,3,32,3065492,0
       32791,ET6,32,791,2,32,3065492,0
       32806,ET6,32,806,1,32,3065492,0
       32840,ET6,32,840,2,32,3065492,0
       33 90,ET6,33,90,1,33,91399,0
       33211,ET6,33,211,1,33,91399,
       33266,ET6,33,266,1,33,91399,0
       33285,ET6,33,285,1,33,91399,
       33335,ET6,33,335,2,33,91399,0
       33345,ET6,33,345,1,33,91399,0
       33352,ET6,33,352,1,33,91399,0
       33371,ET6,33,371,1,33,91399,0
       33375,ET6,33,375,1,33,91399,0
       33415,ET6,33,415,1,33,91399,0
       33454,ET6,33,454,1,33,91399,0
       33502,ET6,33,502,1,33,91399,0
       33573,ET6,33,573,1,33,91399,0
       33598,ET6,33,598,1,33,91399,0
       33672,ET6,33,672,1,33,91399,0
       33677,ET6,33,677,2,33,91399,0
       33691,ET6,33,691,1,33,91399,0
       33772,ET6,33,772,1,33,91399,0
       33801,ET6,33,801,1,33,91399,0
       33810,ET6,33,810,1,33,91399,0
       33844,ET6,33,844,1,33,91399,0
       33852,ET6,33,852,1,33,91399,0
       33868,ET6,33,868,1,33,91399,
       34 41,ET6,34,41,1,34,408094,0
       34 46,ET6,34,46,1,34,408094,99
       34123,ET6,34,123,2,34,408094,0
       34204,ET6,34,204,1,34,408094,0
       34217,ET6,34,217,1,34,408094,0
       34221,ET6,34,221,1,34,408094,0
       34250,ET6,34,250,2,34,408094,0
       34256,ET6,34,256,1,34,408094,
       34312,ET6,34,312,2,34,408094,
       34317,ET6,34,317,2,34,408094,99
       34320,ET6,34,320,2,34,408094,0
       34322,ET6,34,322,1,34,408094,0
       34343,ET6,34,343,1,34,408094,0
       34446,ET6,34,446,2,34,408094,
       34467,ET6,34,467,3,34,408094,0
       34472,ET6,34,472,2,34,408094,0
       34476,ET6,34,476,1,34,408094,
       34485,ET6,34,485,4,34,408094,0
       34497,ET6,34,497,1,34,408094,0
       34505,ET6,34,505,1,34,408094,
       34528,ET6,34,528,1,34,408094,
       34543,ET6,34,543,2,34,408094,0
       34589,ET6,34,589,1,34,408094,0
       34608,ET6,34,608,1,34,408094,0
       34692,ET6,34,692,1,34,408094,
       34739,ET6,34,739,1,34,408094,
       34753,ET6,34,753,1,34,408094,
       34762,ET6,34,762,1,34,408094,0
       34772,ET6,34,772,2,34,408094,
       34793,ET6,34,793,2,34,408094,0
       35 14,ET6,35,14,1,35,1834914,
       35 42,ET6,35,42,1,35,1834914,0
       35 44,ET6,35,44,1,35,1834914,0
       35 68,ET6,35,68,1,35,1834914,0
       35 92,ET6,35,92,2,35,1834914,0
       35119,ET6,35,119,1,35,1834914,0
       35143,ET6,35,143,1,35,1834914,
       35272,ET6,35,272,1,35,1834914,0
       35297,ET6,35,297,1,35,1834914,
       35308,ET6,35,308,1,35,1834914,0
       35407,ET6,35,407,2,35,1834914,0
       35490,ET6,35,490,1,35,1834914,0
       35503,ET6,35,503,1,35,1834914,0
       35514,ET6,35,514,1,35,1834914,0
       35544,ET6,35,544,2,35,1834914,0
       35593,ET6,35,593,1,35,1834914,0
       35601,ET6,35,601,2,35,1834914,0
       35605,ET6,35,605,2,35,1834914,
       35630,ET6,35,630,3,35,1834914,0
       35656,ET6,35,656,1,35,1834914,0
       35706,ET6,35,706,1,35,1834914,0
       35743,ET6,35,743,2,35,1834914,0
       35749,ET6,35,749,2,35,1834914,0
       35805,ET6,35,805,2,35,1834914,0
       35831,ET6,35,831,2,35,1834914,0
       35847,ET6,35,847,1,35,1834914,0
       35855,ET6,35,855,1,35,1834914,0
       35856,ET6,35,856,2,35,1834914,0
       35862,ET6,35,862,2,35,1834914,0
       36 28,ET6,36,28,2,36,681911,
       36 53,ET6,36,53,1,36,681911,0
       36 96,ET6,36,96,1,36,681911,0
       36110,ET6,36,110,1,36,681911,0
       36117,ET6,36,117,1,36,681911,0
       36123,ET6,36,123,2,36,681911,0
       36157,ET6,36,157,1,36,681911,0
       36267,ET6,36,267,1,36,681911,0
       36283,ET6,36,283,2,36,681911,0
       36290,ET6,36,290,1,36,681911,0
       36353,ET6,36,353,1,36,681911,
       36389,ET6,36,389,1,36,681911,99
       36396,ET6,36,396,1,36,681911,0
       36409,ET6,36,409,1,36,681911,99
       36421,ET6,36,421,2,36,681911,0
       36504,ET6,36,504,1,36,681911,0
       36511,ET6,36,511,1,36,681911,0
       36542,ET6,36,542,1,36,681911,
       36579,ET6,36,579,1,36,681911,0
       36600,ET6,36,600,1,36,681911,12
       36605,ET6,36,605,1,36,681911,0
       36643,ET6,36,643,1,36,681911,
       36655,ET6,36,655,2,36,681911,0
       36705,ET6,36,705,1,36,681911,0
       36735,ET6,36,735,1,36,681911,0
       36746,ET6,36,746,1,36,681911,0
       36789,ET6,36,789,1,36,681911,0
       36807,ET6,36,807,1,36,681911,0
       36836,ET6,36,836,1,36,681911,
       36876,ET6,36,876,3,36,681911,0
       37 19,ET6,37,19,2,37,2731520,
       37 50,ET6,37,50,1,37,2731520,0
       37 68,ET6,37,68,2,37,2731520,
       37170,ET6,37,170,1,37,2731520,0
       37207,ET6,37,207,1,37,2731520,
       37208,ET6,37,208,1,37,2731520,0
       37221,ET6,37,221,1,37,2731520,0
       37236,ET6,37,236,2,37,2731520,0
       37245,ET6,37,245,8,37,2731520,0
       37265,ET6,37,265,2,37,2731520,
       37285,ET6,37,285,1,37,2731520,
       37303,ET6,37,303,1,37,2731520,
       37312,ET6,37,312,1,37,2731520,0
       37327,ET6,37,327,2,37,2731520,0
       37366,ET6,37,366,1,37,2731520,
       37378,ET6,37,378,2,37,2731520,0
       37422,ET6,37,422,1,37,2731520,0
       37428,ET6,37,428,2,37,2731520,0
       37565,ET6,37,565,1,37,2731520,
       37569,ET6,37,569,2,37,2731520,0
       37585,ET6,37,585,1,37,2731520,0
       37645,ET6,37,645,1,37,2731520,
       37701,ET6,37,701,3,37,2731520,0
       37751,ET6,37,751,1,37,2731520,0
       37804,ET6,37,804,1,37,2731520,0
       37845,ET6,37,845,1,37,2731520,0
       37854,ET6,37,854,1,37,2731520,0
       37863,ET6,37,863,1,37,2731520,0
       37866,ET6,37,866,1,37,2731520,0
       38 27,ET6,38,27,1,38,3106505,0
       38 28,ET6,38,28,2,38,3106505,0
       38 72,ET6,38,72,1,38,3106505,0
       38120,ET6,38,120,1,38,3106505,
       38251,ET6,38,251,2,38,3106505,0
       38298,ET6,38,298,1,38,3106505,0
       38359,ET6,38,359,2,38,3106505,0
       38368,ET6,38,368,2,38,3106505,0
       38369,ET6,38,369,1,38,3106505,0
       38380,ET6,38,380,2,38,3106505,0
       38391,ET6,38,391,1,38,3106505,0
       38414,ET6,38,414,1,38,3106505,0
       38429,ET6,38,429,1,38,3106505,0
       38435,ET6,38,435,2,38,3106505,0
       38452,ET6,38,452,1,38,3106505,0
       38473,ET6,38,473,1,38,3106505,0
       38506,ET6,38,506,1,38,3106505,0
       38507,ET6,38,507,2,38,3106505,0
       38556,ET6,38,556,1,38,3106505,0
       38574,ET6,38,574,2,38,3106505,0
       38617,ET6,38,617,1,38,3106505,0
       38635,ET6,38,635,1,38,3106505,
       38654,ET6,38,654,1,38,3106505,0
       38704,ET6,38,704,1,38,3106505,0
       38718,ET6,38,718,2,38,3106505,0
       38741,ET6,38,741,3,38,3106505,
       38796,ET6,38,796,1,38,3106505,0
       38813,ET6,38,813,1,38,3106505,
       38826,ET6,38,826,1,38,3106505,0
       38849,ET6,38,849,2,38,3106505,0
       39 34,ET6,39,34,1,39,1706504,0
       39 61,ET6,39,61,2,39,1706504,0
       39103,ET6,39,103,2,39,1706504,0
       39119,ET6,39,119,1,39,1706504,0
       39128,ET6,39,128,1,39,1706504,0
       39188,ET6,39,188,1,39,1706504,
       39219,ET6,39,219,2,39,1706504,0
       39226,ET6,39,226,1,39,1706504,0
       39229,ET6,39,229,2,39,1706504,0
       39274,ET6,39,274,1,39,1706504,0
       39332,ET6,39,332,1,39,1706504,0
       39378,ET6,39,378,1,39,1706504,0
       39384,ET6,39,384,1,39,1706504,0
       39404,ET6,39,404,1,39,1706504,0
       39406,ET6,39,406,1,39,1706504,
       39419,ET6,39,419,2,39,1706504,0
       39455,ET6,39,455,1,39,1706504,0
       39489,ET6,39,489,2,39,1706504,0
       39502,ET6,39,502,1,39,1706504,0
       39505,ET6,39,505,1,39,1706504,0
       39552,ET6,39,552,2,39,1706504,0
       39609,ET6,39,609,1,39,1706504,0
       39616,ET6,39,616,1,39,1706504,0
       39649,ET6,39,649,1,39,1706504,0
       39714,ET6,39,714,1,39,1706504,0
       39779,ET6,39,779,2,39,1706504,0
       39798,ET6,39,798,2,39,1706504,0
       40 83,ET6,40,83,1,40,143420,
       40142,ET6,40,142,1,40,143420,0
       40157,ET6,40,157,1,40,143420,0
       40180,ET6,40,180,1,40,143420,99
       40229,ET6,40,229,2,40,143420,0
       40233,ET6,40,233,1,40,143420,0
       40260,ET6,40,260,4,40,143420,0
       40264,ET6,40,264,1,40,143420,0
       40299,ET6,40,299,1,40,143420,0
       40302,ET6,40,302,2,40,143420,0
       40325,ET6,40,325,1,40,143420,0
       40461,ET6,40,461,2,40,143420,0
       40469,ET6,40,469,2,40,143420,0
       40481,ET6,40,481,1,40,143420,
       40529,ET6,40,529,2,40,143420,0
       40530,ET6,40,530,1,40,143420,0
       40568,ET6,40,568,4,40,143420,0
       40598,ET6,40,598,1,40,143420,0
       40622,ET6,40,622,1,40,143420,
       40696,ET6,40,696,2,40,143420,0
       40702,ET6,40,702,2,40,143420,0
       40719,ET6,40,719,1,40,143420,
       40787,ET6,40,787,1,40,143420,
       40846,ET6,40,846,2,40,143420,
       41  5,ET6,41,5,2,41,41888,0
       41 41,ET6,41,41,2,41,41888,0
       41 47,ET6,41,47,1,41,41888,
       41 79,ET6,41,79,2,41,41888,0
       41 87,ET6,41,87,2,41,41888,0
       41 92,ET6,41,92,1,41,41888,
       41 94,ET6,41,94,1,41,41888,0
       41172,ET6,41,172,1,41,41888,
       41237,ET6,41,237,2,41,41888,0
       41260,ET6,41,260,1,41,41888,
       41274,ET6,41,274,2,41,41888,0
       41284,ET6,41,284,1,41,41888,0
       41304,ET6,41,304,1,41,41888,0
       41341,ET6,41,341,1,41,41888,0
       41388,ET6,41,388,2,41,41888,
       41439,ET6,41,439,2,41,41888,0
       41485,ET6,41,485,1,41,41888,0
       41487,ET6,41,487,1,41,41888,
       41502,ET6,41,502,1,41,41888,0
       41511,ET6,41,511,1,41,41888,99
       41516,ET6,41,516,3,41,41888,0
       41551,ET6,41,551,1,41,41888,0
       41600,ET6,41,600,1,41,41888,0
       41625,ET6,41,625,2,41,41888,0
       41639,ET6,41,639,1,41,41888,0
       41684,ET6,41,684,2,41,41888,0
       41801,ET6,41,801,2,41,41888,0
       41832,ET6,41,832,1,41,41888,0
       41885,ET6,41,885,1,41,41888,
       42 21,ET6,42,21,1,42,1490952,0
       42 50,ET6,42,50,1,42,1490952,0
       42 71,ET6,42,71,1,42,1490952,0
       42 98,ET6,42,98,1,42,1490952,0
       42105,ET6,42,105,1,42,1490952,0
       42129,ET6,42,129,1,42,1490952,0
       42177,ET6,42,177,1,42,1490952,0
       42187,ET6,42,187,1,42,1490952,
       42202,ET6,42,202,1,42,1490952,0
       42225,ET6,42,225,1,42,1490952,0
       42232,ET6,42,232,1,42,1490952,0
       42258,ET6,42,258,3,42,1490952,0
       42273,ET6,42,273,2,42,1490952,0
       42279,ET6,42,279,1,42,1490952,0
       42289,ET6,42,289,1,42,1490952,0
       42303,ET6,42,303,2,42,1490952,0
       42321,ET6,42,321,1,42,1490952,0
       42346,ET6,42,346,1,42,1490952,0
       42453,ET6,42,453,1,42,1490952,0
       42500,ET6,42,500,1,42,1490952,0
       42501,ET6,42,501,1,42,1490952,0
       42537,ET6,42,537,1,42,1490952,0
       42598,ET6,42,598,1,42,1490952,
       42656,ET6,42,656,3,42,1490952,0
       42662,ET6,42,662,1,42,1490952,0
       42664,ET6,42,664,1,42,1490952,0
       42682,ET6,42,682,2,42,1490952,0
       42772,ET6,42,772,1,42,1490952,0
       42824,ET6,42,824,2,42,1490952,0
       42889,ET6,42,889,2,42,1490952,0
       43 93,ET6,43,93,1,43,2186212,0
       43 96,ET6,43,96,1,43,2186212,0
       43191,ET6,43,191,1,43,2186212,0
       43244,ET6,43,244,1,43,2186212,
       43309,ET6,43,309,1,43,2186212,0
       43322,ET6,43,322,1,43,2186212,
       43333,ET6,43,333,2,43,2186212,0
       43351,ET6,43,351,1,43,2186212,
       43353,ET6,43,353,1,43,2186212,0
       43385,ET6,43,385,2,43,2186212,0
       43393,ET6,43,393,1,43,2186212,
       43426,ET6,43,426,1,43,2186212,0
       43452,ET6,43,452,1,43,2186212,
       43473,ET6,43,473,1,43,2186212,0
       43494,ET6,43,494,3,43,2186212,0
       43528,ET6,43,528,1,43,2186212,
       43558,ET6,43,558,1,43,2186212,
       43576,ET6,43,576,1,43,2186212,
       43604,ET6,43,604,1,43,2186212,0
       43643,ET6,43,643,2,43,2186212,0
       43648,ET6,43,648,1,43,2186212,0
       43802,ET6,43,802,1,43,2186212,
       43826,ET6,43,826,2,43,2186212,
       43851,ET6,43,851,3,43,2186212,99
       43878,ET6,43,878,1,43,2186212,
       44 37,ET6,44,37,3,44,84343,0
       44 42,ET6,44,42,1,44,84343,
       44 81,ET6,44,81,1,44,84343,
       44 82,ET6,44,82,1,44,84343,
       44103,ET6,44,103,2,44,84343,0
       44104,ET6,44,104,1,44,84343,0
       44269,ET6,44,269,1,44,84343,
       44279,ET6,44,279,1,44,84343,
       44281,ET6,44,281,2,44,84343,0
       44299,ET6,44,299,2,44,84343,0
       44319,ET6,44,319,1,44,84343,0
       44339,ET6,44,339,2,44,84343,0
       44355,ET6,44,355,4,44,84343,99
       44427,ET6,44,427,2,44,84343,0
       44485,ET6,44,485,1,44,84343,0
       44502,ET6,44,502,1,44,84343,0
       44530,ET6,44,530,5,44,84343,0
       44576,ET6,44,576,2,44,84343,
       44592,ET6,44,592,1,44,84343,99
       44628,ET6,44,628,1,44,84343,0
       44629,ET6,44,629,1,44,84343,
       44682,ET6,44,682,1,44,84343,0
       44705,ET6,44,705,2,44,84343,0
       44756,ET6,44,756,2,44,84343,0
       44757,ET6,44,757,2,44,84343,0
       44765,ET6,44,765,1,44,84343,99
       44771,ET6,44,771,1,44,84343,0
       44828,ET6,44,828,1,44,84343,
       44831,ET6,44,831,1,44,84343,0
       46102,ET6,46,102,1,46,568957,0
       46113,ET6,46,113,1,46,568957,
       46140,ET6,46,140,2,46,568957,0
       46156,ET6,46,156,2,46,568957,0
       46238,ET6,46,238,1,46,568957,0
       46251,ET6,46,251,1,46,568957,
       46302,ET6,46,302,2,46,568957,0
       46315,ET6,46,315,1,46,568957,0
       46320,ET6,46,320,1,46,568957,0
       46321,ET6,46,321,2,46,568957,0
       46402,ET6,46,402,1,46,568957,0
       46412,ET6,46,412,1,46,568957,0
       46448,ET6,46,448,1,46,568957,
       46462,ET6,46,462,1,46,568957,0
       46473,ET6,46,473,1,46,568957,0
       46510,ET6,46,510,1,46,568957,0
       46531,ET6,46,531,1,46,568957,0
       46548,ET6,46,548,2,46,568957,
       46550,ET6,46,550,1,46,568957,0
       46572,ET6,46,572,1,46,568957,
       46598,ET6,46,598,2,46,568957,
       46603,ET6,46,603,1,46,568957,0
       46641,ET6,46,641,4,46,568957,0
       46686,ET6,46,686,1,46,568957,
       46706,ET6,46,706,1,46,568957,0
       46727,ET6,46,727,1,46,568957,
       46758,ET6,46,758,2,46,568957,
       46802,ET6,46,802,1,46,568957,
       46865,ET6,46,865,1,46,568957,0
       46883,ET6,46,883,1,46,568957,0
       47  6,ET6,47,6,2,47,1579568,0
       47 56,ET6,47,56,1,47,1579568,0
       47150,ET6,47,150,1,47,1579568,0
       47161,ET6,47,161,1,47,1579568,
       47166,ET6,47,166,1,47,1579568,
       47191,ET6,47,191,1,47,1579568,0
       47230,ET6,47,230,2,47,1579568,0
       47255,ET6,47,255,2,47,1579568,0
       47257,ET6,47,257,2,47,1579568,0
       47273,ET6,47,273,1,47,1579568,
       47325,ET6,47,325,2,47,1579568,0
       47330,ET6,47,330,1,47,1579568,
       47389,ET6,47,389,2,47,1579568,0
       47434,ET6,47,434,1,47,1579568,0
       47488,ET6,47,488,1,47,1579568,
       47489,ET6,47,489,2,47,1579568,0
       47490,ET6,47,490,1,47,1579568,0
       47576,ET6,47,576,2,47,1579568,0
       47586,ET6,47,586,2,47,1579568,0
       47634,ET6,47,634,1,47,1579568,
       47686,ET6,47,686,1,47,1579568,
       47696,ET6,47,696,1,47,1579568,0
       47710,ET6,47,710,2,47,1579568,0
       47740,ET6,47,740,1,47,1579568,0
       47746,ET6,47,746,1,47,1579568,0
       47782,ET6,47,782,1,47,1579568,0
       47792,ET6,47,792,2,47,1579568,0
       47870,ET6,47,870,2,47,1579568,0
       48  2,ET6,48,2,2,48,667169,0
       48 17,ET6,48,17,1,48,667169,
       48 96,ET6,48,96,1,48,667169,99
